Geneid	Start	End	gene_name	4GC00A11	4GC00A12	4GC00A13	4GC02A11	4GC02A12	4GC02A13	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	M_minus	M_plus	Log2fold	Obs_log(1/p)	GalNAc_gene	YmN
gene-b3731	3915553	3915972	atpC	295.223747	178.7385671	201.6594228	204.6305874	158.7025237	135.9417613	941.3860444	-0.43916101	0.197927728	-2.218794779	0.026500689	1	225.2072456	166.4249575	-0.436381445	0.648687887	FALSE	FALSE
gene-b2058	2132067	2132555	wcaB	5.097761004	8.378177821	7.302040986	2.3058411	4.877343513	4.201583533	26.97899347	-0.849845442	0.384916242	-2.207871091	0.027253261	1	6.92599327	3.794922715	-0.867950481	1.192045971	FALSE	FALSE
gene-b3167	3312777	3313178	rbfA	111.8478072	73.73752727	109.7856413	93.80719893	64.32499627	61.33057754	380.47484	-0.430793608	0.19567107	-2.201621359	0.027692066	1	98.45699192	73.15425758	-0.428551831	0.716648163	FALSE	FALSE
gene-b0349	371239	372105	mhpC	1.49084847	1.528808552	0.988428524	2.023040904	2.17175467	3.367541273	30.72701886	0.904761084	0.41303406	2.190524152	0.028486245	1	1.336028515	2.520778949	0.915918811	1.210801529	FALSE	TRUE
gene-b1427	1498938	1499477	rimL	81.89668435	89.4808557	102.6245067	103.939346	99.72456136	125.1568194	421.7727102	0.269954988	0.123350233	2.188524351	0.02863143	1	91.33401558	109.6069089	0.26311457	0.85526409	FALSE	TRUE
gene-b2568	2704335	2705309	lepB	75.47068146	71.80439585	69.58283364	63.73423634	54.45958833	64.3267542	983.4887366	-0.249373639	0.113983944	-2.187796198	0.028684451	1	72.28597032	60.84019296	-0.248690939	1.464437967	FALSE	FALSE
gene-b3961	4158490	4159407	oxyR	114.1504811	94.11438101	100.9752954	96.21486204	83.82168671	80.80713235	857.8635322	-0.248268009	0.113856018	-2.180543583	0.029217192	1	103.0800525	86.9478937	-0.245542193	1.004343753	FALSE	FALSE
gene-b4061	4275471	4277057	pdeC	17.04571643	16.8560404	16.37976165	20.28859264	20.16981227	21.39542815	331.7797884	0.298299075	0.136955684	2.178070061	0.029400821	1	16.76050616	20.61794435	0.298834782	3.038924403	FALSE	TRUE
gene-b2203	2298269	2298718	napB	12.10497965	11.24647164	10.79144297	7.517041987	9.205344126	4.325419679	45.69450624	-0.714068264	0.329384942	-2.167883751	0.030167532	1	11.38096475	7.015935264	-0.697915517	1.375288412	FALSE	FALSE
gene-b1168	1217328	1218851	pdeG	6.482214179	4.981212832	7.591247806	7.152041261	8.978011003	10.00466166	334.3580141	0.463627017	0.214670927	2.159710325	0.030795101	1	6.351558272	8.711571308	0.45582238	0.982439668	FALSE	TRUE
gene-b2719	2843443	2844210	hycG	235.1430766	124.5772668	238.7904316	199.9976883	104.7696304	84.4808531	859.1650903	-0.6211994	0.28817979	-2.155596685	0.031115172	1	199.5035917	129.7493906	-0.620686957	0.60456605	FALSE	FALSE
gene-b2717	2842573	2843043	hycI	811.1368745	689.4731817	804.8095629	717.9227291	607.6486568	525.7543028	1727.441481	-0.316783277	0.147194996	-2.152133472	0.031386844	1	768.4732064	617.1085629	-0.316470646	1.041141268	FALSE	FALSE
gene-b0508	535710	536486	hyi	1.069414471	0.155080966	1.286738033	0.806203559	0	0	13.93490421	-1.701917092	0.791706654	-2.149681429	0.031580422	1	0.837077823	0.26873452	-1.639180105	0.577043673	FALSE	FALSE
gene-b3319	3451681	3452286	rplD	80.89961647	73.37249001	66.22878877	48.79048155	36.87109033	62.98981628	1475.48722	-0.568467832	0.265492118	-2.141185342	0.032259095	1	73.50029842	49.55046272	-0.568851578	1.296702457	FALSE	FALSE
gene-b2256	2370018	2370908	arnD	3.73034812	7.573381575	4.809020932	6.749308182	8.030373664	7.524579688	85.41024834	0.488335066	0.229771381	2.125308486	0.033560881	1	5.370916876	7.434753845	0.469116584	0.79176586	FALSE	TRUE
gene-b1089	1147367	1147540	rpmF	1054.321796	612.1847863	645.188198	669.6215563	581.4660945	491.5814606	1071.366275	-0.410003082	0.192973741	-2.124657379	0.033615212	1	770.5649268	580.8897038	-0.407652263	0.555988879	FALSE	FALSE
gene-b4677	1946115	1946180	yobI	2.79776109	10.95435549	4.328118839	18.98242926	7.607722418	16.38416545	10.79976796	1.300220375	0.613384756	2.119746801	0.034027404	1	6.02674514	14.32477238	1.249061252	0.910263373	FALSE	TRUE
gene-b3299	3442618	3442734	rpmJ	1522.986357	913.5183465	1221.972219	1125.414691	930.190368	792.0693728	1246.399208	-0.363152985	0.171763239	-2.114264883	0.03449265	1	1219.492308	949.2248106	-0.361458943	0.60298098	FALSE	FALSE
gene-b3306	3446153	3446545	rpsH	579.7986112	421.5893812	483.7250986	431.6401548	341.7667666	386.8664166	2309.780606	-0.356749191	0.168977928	-2.111217694	0.034753605	1	495.037697	386.7577793	-0.35610808	0.959641796	FALSE	FALSE
gene-b3230	3377815	3378207	rpsI	300.4709983	146.5597994	161.3628428	158.1192886	119.7780724	151.334658	984.9000455	-0.505698306	0.239813094	-2.108718491	0.034968888	1	202.7978802	143.0773397	-0.503247373	0.520203329	FALSE	FALSE
gene-b1668	1747131	1748735	ydhS	59.36482971	71.92336335	65.67414717	77.82441185	73.59582687	81.72482976	1143.065496	0.244942071	0.116738376	2.098213796	0.035886263	1	65.65411341	77.71502283	0.243308105	1.308194932	FALSE	TRUE
gene-b1235	1290242	1291255	rssB	74.38899087	66.66600369	59.01863825	77.34497508	75.14313992	88.61991502	756.0887469	0.266563418	0.127292402	2.094103127	0.036250795	1	66.69121094	80.36934334	0.26914865	1.05503571	FALSE	TRUE
gene-b4429	1492119	1492174	sokB	306.6545995	434.6531769	293.3073392	290.837934	246.5717177	241.373866	179.8306668	-0.411094495	0.196412464	-2.093016334	0.036347697	1	344.8717052	259.5945059	-0.409799918	0.828558028	FALSE	FALSE
gene-b2962	3104093	3104368	yggX	42.14887903	60.24895521	46.57432229	37.22206781	39.56842584	38.39593556	148.0968534	-0.365337056	0.174586415	-2.09258582	0.036386143	1	49.65738551	38.3954764	-0.371071956	0.960563257	FALSE	FALSE
gene-b3148	3295394	3295789	yraN	27.04502387	28.60303934	36.06765699	26.25902714	23.14015569	19.93406796	153.3424723	-0.396371602	0.189655853	-2.089951854	0.036622125	1	30.57190673	23.1110836	-0.40362163	1.05278243	FALSE	FALSE
gene-b1199	1249125	1249757	dhaL	330.6529303	236.6175397	188.6321367	211.9734589	182.0445047	187.5715169	726.013784	-0.380107446	0.182389363	-2.084043931	0.037156171	1	251.9675356	193.8631602	-0.378199189	0.610266136	FALSE	FALSE
gene-b2358	2472878	2473246	yfdO	15.26258286	19.91970877	17.41803923	13.24140187	11.22602942	10.54980409	41.87225841	-0.58463648	0.280699769	-2.082782189	0.037271082	1	17.53344362	11.67241179	-0.587006687	1.693938482	FALSE	FALSE
gene-b2598	2737599	2737646	pheL	36.54575424	17.57261194	17.85349021	13.05042012	0	11.26411375	9.435115942	-1.576160026	0.757748797	-2.080056125	0.037520385	1	23.9906188	8.104844623	-1.565613936	0.994643747	FALSE	FALSE
gene-b0509	536586	537464	glxR	1.575530989	2.193363557	3.899738476	1.140241485	1.428070761	1.47625245	22.38845605	-0.869741209	0.418270926	-2.079372853	0.037583094	1	2.556211007	1.348188232	-0.922984994	0.793681144	FALSE	FALSE
gene-b2096	2176350	2177204	gatY	14.79377531	16.34825451	14.19926707	25.78946179	18.93922476	17.45344783	137.0710118	0.452767431	0.21810616	2.07590391	0.037902839	1	15.11376563	20.72737813	0.455674481	0.995021296	FALSE	TRUE
gene-b4237	4459900	4460364	nrdG	80.61161953	217.6736446	135.1490012	132.8280179	242.9562966	263.9436202	1053.314481	0.563497633	0.272226259	2.069960612	0.038456033	1	144.4780884	213.2426449	0.561645271	0.532250128	FALSE	TRUE
gene-b3129	3277002	3277337	prlF	429.4813073	483.4261406	489.6957315	622.6914741	639.5920919	500.770314	1590.680341	0.330186125	0.159872973	2.065302962	0.038894344	1	467.5343931	587.6846267	0.329969662	1.183593376	FALSE	TRUE
gene-b0159	178455	179153	mtn	180.029322	167.5593261	174.9080128	163.639946	141.5101672	122.6773178	1612.621107	-0.289450492	0.140160675	-2.065133411	0.038910379	1	174.1655536	142.6091437	-0.288392831	1.198236938	FALSE	FALSE
gene-b3417	3550080	3552473	malP	67.37415397	65.53395128	59.89942914	51.65218909	52.27687454	50.49936509	1044.968075	-0.320812847	0.155812607	-2.058965918	0.039497504	1	64.26917813	51.47614291	-0.320223067	2.285606512	FALSE	FALSE
gene-b0348	370277	371221	mhpB	2.735588621	2.167687277	1.209125263	3.049241018	3.984997457	2.860727301	49.26257649	0.632376746	0.307182923	2.058632494	0.039529458	1	2.037467054	3.298321925	0.694955486	1.048359507	FALSE	TRUE
gene-b1281	1341921	1342658	pyrF	26.89717471	26.61403713	28.83653161	24.95494969	21.091328	20.22045785	317.3628873	-0.31347763	0.152594365	-2.054319829	0.039944747	1	27.44924782	22.08891185	-0.313444266	1.532547948	FALSE	FALSE
gene-b4509	573730	573870	ylcG	0.654795149	0	0	0.888539242	3.561061557	2.300755148	2.392865929	2.924502976	1.424043436	2.053661357	0.040008479	1	0.21826505	2.250118649	3.365848039	1.190692252	FALSE	TRUE
gene-b0158	177662	178462	btuF	8.990558109	11.13214154	9.272224629	11.10507659	14.10420448	13.63506203	249.6666346	0.40676487	0.198205675	2.052236248	0.040146708	1	9.798308093	12.94811437	0.402137453	1.285979212	FALSE	TRUE
gene-b0038	37898	39115	caiB	33.27681848	45.01358723	51.83082215	57.29327295	58.33211795	53.44627764	1060.853255	0.381500158	0.185903102	2.052145194	0.040155554	1	43.37374262	56.35722285	0.377778585	1.086406707	FALSE	TRUE
gene-b2718	2843036	2843446	hycH	563.1668436	391.6915044	558.1061855	485.8947659	323.7446839	247.580287	912.1972511	-0.517516253	0.252461383	-2.049882822	0.040375867	1	504.3215112	352.4065789	-0.517102905	0.777458525	FALSE	FALSE
gene-b0177	197928	200360	bamA	218.8049259	185.9223821	185.3299419	186.0980254	163.1908052	165.3366338	5098.357906	-0.198103798	0.096727016	-2.048071009	0.040553042	1	196.68575	171.5418215	-0.197332092	0.883717251	FALSE	FALSE
gene-b0179	200971	201996	lpxD	238.2841668	166.5360984	197.9544879	180.3552796	167.614586	149.555812	2110.572458	-0.278188468	0.136110924	-2.043836449	0.040969707	1	200.9249177	165.8418925	-0.276848006	0.70857579	FALSE	FALSE
gene-b0924	976326	980786	mukB	33.01057049	26.68727539	26.89429595	26.65199449	24.87474539	22.5676178	1523.129092	-0.227913542	0.112184148	-2.031602022	0.042193962	1	28.86404728	24.69811923	-0.224872423	0.80704612	FALSE	FALSE
gene-b1685	1764934	1765122	ydiH	1465.493904	1803.005771	1787.238279	1465.624324	1239.998375	1249.565685	2965.4923	-0.353904559	0.174228235	-2.031269841	0.042227629	1	1685.245985	1318.396128	-0.354175277	1.2988454	FALSE	FALSE
gene-b2914	3058666	3059325	rpiA	156.8145091	101.6929335	96.30064417	101.5559965	108.0296583	72.09032798	1133.908387	-0.338651538	0.167428338	-2.022665586	0.043107637	1	118.2693623	93.89199426	-0.333002335	0.474610263	FALSE	FALSE
gene-b1760	1841863	1842135	ynjH	25.70250847	21.62783008	26.68213922	36.25435391	39.08362891	28.51925063	70.29847279	0.485354164	0.240347244	2.019387264	0.043446984	1	24.67082592	34.61907782	0.48876128	1.324384981	FALSE	TRUE
gene-b2676	2803502	2804461	nrdF	5.962728323	9.162861938	7.587733339	7.83025207	10.46061832	15.54447697	195.821309	0.586615794	0.290721997	2.017789504	0.043613188	1	7.571107867	11.27844912	0.574992371	0.690181996	FALSE	TRUE
gene-b3298	3442115	3442471	rpsM	1235.669978	847.5357229	941.3840328	875.9354248	747.1870232	815.1053471	3806.191951	-0.311511018	0.15449235	-2.016352387	0.043763141	1	1008.196578	812.7425984	-0.310906545	0.729640358	FALSE	FALSE
gene-b4112	4332181	4333272	basS	32.8045174	60.6903395	41.46195162	59.31487649	35.97992896	108.0364668	845.2867703	0.593341951	0.294324286	2.015946284	0.043805593	1	44.98560284	67.77709075	0.591334356	0.427707439	FALSE	TRUE
gene-b3661	3839175	3839993	nlpA	9.243884627	7.944917171	8.022081071	11.93181268	13.18114544	8.318114767	101.6789786	0.387748218	0.192357294	2.015770805	0.043823948	1	8.403627623	11.14369096	0.407143014	0.837742654	FALSE	TRUE
gene-b4134	4362551	4362626	pheU	15.7926251	12.68399057	7.517259036	11.53931884	3.303353155	1.422835421	16.43587728	-1.237077359	0.613836648	-2.015320139	0.043871116	1	11.99795824	5.421835805	-1.145935586	0.769792924	FALSE	FALSE
gene-b1500	1583762	1583959	safA	0.93258703	0	0	1.898242926	3.803861209	0.546138848	4.742566069	2.413877952	1.197917722	2.015061559	0.043898199	1	0.310862343	2.082747661	2.744140288	0.825443125	FALSE	TRUE
gene-b2431	2549646	2550545	yfeX	66.16704978	60.38284178	45.86363263	49.41759084	44.21354679	45.77735827	665.705433	-0.311492215	0.154692873	-2.013617104	0.044049749	1	57.47117473	46.46949863	-0.306554459	0.81728374	FALSE	FALSE
gene-b0170	190857	191708	tsf	258.4481063	147.0866512	147.8570739	152.9288667	119.6341138	138.2154352	2698.267072	-0.431374098	0.214591566	-2.010209934	0.044408974	1	184.4639438	136.9261386	-0.429940971	0.550434048	FALSE	FALSE
gene-b4393	4632760	4633086	trpR	41.78674362	46.06189236	36.25295871	32.56618598	30.32619624	35.05309526	226.5549182	-0.343826789	0.171174405	-2.008634351	0.044575926	1	41.36719823	32.64849249	-0.34147087	1.297012711	FALSE	FALSE
gene-b2720	2844210	2844752	hycF	264.3961516	146.9053715	328.7935582	249.4144379	135.2367231	100.1697099	871.3184057	-0.610499572	0.304026418	-2.008047772	0.044638215	1	246.6983604	161.606957	-0.610258822	0.538352208	FALSE	FALSE
gene-b3318	3451382	3451684	rplW	337.3102653	213.5557026	253.1306731	224.9323895	148.7272071	172.7312809	1949.376043	-0.558291613	0.279353113	-1.998515808	0.045660768	1	267.9988803	182.1302925	-0.557256077	0.936669802	FALSE	FALSE
gene-b3659	3836953	3838137	setC	1.558246683	1.932034007	2.410597834	2.008773527	5.084654983	2.737607392	115.6982045	0.752818192	0.376724451	1.998325803	0.04568135	1	1.966959508	3.277011967	0.736413683	0.612290724	FALSE	TRUE
gene-b1466	1536614	1537309	narW	8.224452859	7.271425629	7.18243859	6.48020861	3.607109767	4.194911327	60.35867881	-0.67480573	0.33812561	-1.995724995	0.045963865	1	7.559439026	4.760743235	-0.667092357	1.392076531	FALSE	FALSE
gene-b0764	795862	796551	modB	18.19761126	17.81273458	23.39065964	15.25196925	15.46352274	16.14196474	122.8051317	-0.329120187	0.164998168	-1.994689944	0.046076707	1	19.80033516	15.61915224	-0.3422087	1.080869849	FALSE	FALSE
gene-b1922	2001070	2001789	fliA	2.564614332	2.008298507	3.372325929	4.52414564	5.055965524	3.003763666	53.19855674	0.669029027	0.335531345	1.993938976	0.046158724	1	2.648412923	4.194624943	0.663413745	0.991331079	FALSE	TRUE
gene-b1713	1795557	1797944	pheT	237.2332695	240.2893842	203.8946336	196.8449298	190.86686	171.4862262	6486.449715	-0.285491815	0.143299734	-1.992270383	0.046341399	1	227.1390958	186.3993387	-0.285179306	1.364811157	FALSE	FALSE
gene-b2157	2248737	2249618	yeiE	37.89348524	24.45479134	31.73953815	25.99430619	25.33319812	24.76572492	328.7599994	-0.312654026	0.156944046	-1.9921369	0.046356039	1	31.36260491	25.36440974	-0.306239804	0.701390349	FALSE	FALSE
gene-b1273	1330417	1330668	yciN	1136.490523	881.2605115	974.8572432	1017.187031	805.9657357	637.2270063	1839.522955	-0.283714017	0.14245292	-1.991633568	0.046411277	1	997.5360926	820.126591	-0.282522427	0.597666165	FALSE	FALSE
gene-b0380	399593	399805	yaiZ	139.1393579	108.6178347	101.9241507	86.46362849	98.41821185	86.30532223	177.5532673	-0.373972763	0.188573919	-1.983162706	0.047349258	1	116.5604478	90.39572086	-0.366751939	1.011775233	FALSE	FALSE
gene-b4413	16952	17006	sokC	386.0910304	552.0995168	397.3213094	371.2963163	372.0176262	318.5081764	281.0528796	-0.331260459	0.167337043	-1.979600292	0.04774846	1	445.1706189	353.9407063	-0.330850684	0.741910648	FALSE	FALSE
gene-b4651	3768892	3769256	yibW	0.505896526	0.990393784	0	1.716219632	1.719553697	1.481308109	120.3715645	1.647455791	0.833279224	1.977075322	0.048033117	1	0.498763437	1.639027146	1.716412136	1.73542253	FALSE	TRUE
gene-b1955	2025511	2026326	yedP	157.8369262	236.1227436	179.7601416	217.097577	244.9015349	229.5228825	1178.573869	0.270243898	0.136768953	1.975915531	0.048164345	1	191.2399371	230.5073315	0.269428801	0.729123709	FALSE	TRUE
gene-b0412	432312	432851	yajI	39.8370093	41.28169153	39.93891884	46.63350122	42.07493148	79.09910987	244.2579812	0.473980673	0.240437954	1.971322185	0.048687035	1	40.35253989	55.93584752	0.471113674	0.597676779	FALSE	TRUE
gene-b4622	4304128	4304403	ytcA	4.014178955	3.056106424	6.209909638	2.269638281	1.81923797	2.350771565	19.3622593	-1.007260817	0.511702279	-1.968450912	0.049016179	1	4.426731672	2.146549272	-1.044222638	1.131124906	FALSE	FALSE
gene-b4101	4321244	4321696	phnG	0.203810411	0.265999802	0	0	1.939717305	0.716129086	4.330396199	2.389233182	1.218876621	1.960192804	0.049973259	1	0.156603404	0.88528213	2.499021725	0.565977812	FALSE	TRUE
gene-b3158	3301485	3302480	yhbU	112.6267379	110.8193634	130.9255949	101.6360429	89.23033463	69.91893256	940.3063094	-0.442491071	0.225758696	-1.960017837	0.049993706	1	118.1238987	86.9284367	-0.442400774	1.300264457	FALSE	FALSE
gene-b3451	3589182	3590027	ugpE	15.93334862	11.96433153	9.791985175	19.54786332	16.17315457	14.95490846	90.94693765	0.407687757	0.20839487	1.956323383	0.050427071	1	12.56322178	16.89197545	0.427131572	0.891814141	FALSE	TRUE
gene-b2362	2475511	2475873	yfdS	63.07679548	110.2074553	113.3180205	74.89431181	74.69400192	58.98299562	148.3178941	-0.454782381	0.233552366	-1.947239457	0.051506033	1	95.53409043	69.52376978	-0.458509326	0.693353697	FALSE	FALSE
gene-b3336	3466249	3466725	bfr	4.258227571	3.536626302	2.096007236	2.101199717	1.578961257	0.906796578	6.468556025	-1.14831249	0.591018108	-1.942939606	0.052023456	1	3.296953703	1.528985851	-1.108558572	1.149151773	FALSE	FALSE
gene-b1972	2040483	2041118	msrQ	11.46818107	17.24105322	19.76235394	21.07765966	23.68441885	16.83241149	161.7846359	0.364837164	0.188128112	1.93930168	0.052464614	1	16.15719608	20.53149667	0.345661944	0.621531114	FALSE	TRUE
gene-b3876	4064363	4065766	yihO	7.036249579	9.354894755	9.460823872	6.246354928	7.867815492	5.699449007	144.2345915	-0.376343214	0.194314555	-1.936773155	0.052773079	1	8.617322735	6.604539809	-0.383781676	0.917461616	FALSE	FALSE
gene-b2005	2077569	2077943	cbtA	7.632292253	6.105227461	4.951367952	6.6818151	2.008438718	2.018529184	37.78235266	-0.840371897	0.433960527	-1.936516904	0.052804424	1	6.229629222	3.569594334	-0.80338617	0.697114997	FALSE	FALSE
gene-b2477	2597831	2598865	bamC	87.15228532	69.2717456	62.37509237	62.944635	59.6710054	62.06036931	1047.211614	-0.249212824	0.129102964	-1.930341608	0.053564525	1	72.9330411	61.5586699	-0.244610492	0.695920066	FALSE	FALSE
gene-b4712	3648063	3648146	agrA	4.396481713	0	6.801329604	13.42328926	8.966244279	7.723963712	8.135638478	1.448107078	0.750379266	1.929833545	0.053627466	1	3.732603772	10.03783242	1.42719349	1.124048315	FALSE	TRUE
gene-b2581	2717491	2718528	yfiF	55.23556649	58.9720024	58.89243784	46.95133804	44.26111337	55.6303976	668.385548	-0.23393603	0.121286302	-1.928791838	0.053756709	1	57.70000224	48.94761634	-0.23733277	1.12921204	FALSE	FALSE
gene-b3105	3253318	3254214	yhaJ	8.9547069	5.642042628	3.980711307	4.190101442	4.758006997	4.460438353	74.34054171	-0.508611133	0.263810573	-1.927940666	0.053862507	1	6.192486945	4.469515597	-0.47040044	0.513508565	FALSE	FALSE
gene-b0181	202560	203348	lpxA	56.40201254	44.90036206	41.99756379	35.56859749	37.86505188	45.91304159	400.080974	-0.268330482	0.139379332	-1.925181289	0.054206682	1	47.76664613	39.78223032	-0.263879423	0.670681252	FALSE	FALSE
gene-b0672	696963	697047	leuW	61.91280718	45.36391922	48.72952622	17.68715762	35.44303621	44.52637905	60.94623937	-0.673836026	0.350560093	-1.922169809	0.054584394	1	52.00208421	32.55219096	-0.675814798	0.973561639	FALSE	FALSE
gene-b3544	3706098	3707705	dppA	165.5898747	155.7180708	146.3808551	179.8231023	162.0615197	331.2658168	1645.614608	0.525472841	0.274137285	1.916823682	0.055260335	1	155.8962669	224.3834796	0.525380079	0.563394226	FALSE	TRUE
gene-b0219	239419	240189	yafV	53.407844	53.29414715	48.1650579	57.84839921	66.91539504	58.62598657	368.3863782	0.240692316	0.12586566	1.912295345	0.055838323	1	51.62234968	61.12992694	0.243883033	1.318093768	FALSE	TRUE
gene-b3984	4178879	4179583	rplA	669.5935191	404.9071628	514.5857037	500.9584246	359.6672173	374.7163218	3991.156733	-0.363780369	0.190799176	-1.906613943	0.056570598	1	529.6954619	411.7806546	-0.363287095	0.592854023	FALSE	FALSE
