Geneid	Start	End	gene_names	4GB00A11	4GB00A12	4GB00A13	4GB02A11	4GB02A12	4GB02A13	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	M_minus	M-plus	Log2fold	Obs_log(1/p)	Rank	Exp_log(1/p)	GalNAc_gene	Fold	YmN
a4-15-1_01640	320694	321122	K07491	106.9308866	95.66796787	113.5671107	63.95290819	46.57708552	54.77709794	272.4944605	-0.931577351	0.168262616	-5.536448762	3.09E-08	1.44E-06	105.3886551	55.10236388	-0.935533455	2.645490783	90	1.429931629	FALSE		FALSE
a4-15-1_10995	2136732	2137139	sepF	9424.976784	9980.408336	9263.353452	4834.046326	6403.664301	6210.098897	17386.86339	-0.71647913	0.128168651	-5.59012772	2.27E-08	1.17E-06	9556.246191	5815.936508	-0.716432502	2.642788961	91	1.425132746	FALSE		FALSE
a4-15-1_12365	57523	57786	inference=ab initio prediction:Prodigal:2.6.3	136.1757257	146.8237562	146.3497098	85.30385306	62.98492246	48.70510831	245.9167274	-1.125248568	0.182415948	-6.168586564	6.89E-10	5.37E-08	143.1163972	65.66462794	-1.124000637	2.639088023	92	1.420386311	FALSE		FALSE
a4-15-1_12220	28303	29124	inference=ab initio prediction:Prodigal:2.6.3	244.6008741	273.2220522	280.5007388	115.4283861	108.2832244	161.4145888	943.8955585	-1.051263493	0.219783805	-4.783170873	1.73E-06	3.76E-05	266.1078884	128.3753998	-1.051642508	2.638281617	93	1.41569119	FALSE		FALSE
a4-15-1_01475	292091	292166	inference=COORDINATES: profile:tRNAscan-SE:2.0	488.0143654	381.0144659	360.7806088	109.8033567	128.6998416	52.50605143	284.0069835	-2.085571879	0.309547018	-6.737496278	1.61E-11	2.16E-09	409.93648	97.00308324	-2.079297871	2.625519372	94	1.411046285	FALSE		FALSE
a4-15-1_08135	1557427	1557738	"inference=ab initio prediction:Prodigal:2.6.3,similar to AA sequence:Refseq:WP_025544309.1"	511.4765945	500.2305306	452.8488539	317.2996893	352.0152809	295.9448989	640.8040757	-0.601753622	0.158925497	-3.786388161	0.000152853	0.00149573	488.1853263	321.7532897	-0.601474033	2.624850618	95	1.406450534	FALSE		FALSE
a4-15-1_10455	2026475	2027398	pyrDI	109.5039449	86.86044067	107.1718863	160.339077	153.6438925	171.547549	1025.898563	0.679086226	0.157008577	4.325153686	1.52E-05	0.00022328	101.1787573	161.8435062	0.677693055	2.618229978	96	1.401902906	FALSE		TRUE
a4-15-1_09020	1731088	1732110	"inference=ab initio prediction:Prodigal:2.6.3,similar to AA sequence:Refseq:WP_022780526.1"	143.2717312	133.6179763	155.500893	98.89492053	86.46127604	81.5905374	1316.773565	-0.695661688	0.105760572	-6.577703529	4.78E-11	5.50E-09	144.1302002	88.98224466	-0.695783264	2.601517249	97	1.397402405	FALSE		FALSE
a4-15-1_01405	281429	282148	"inference=ab initio prediction:Prodigal:2.6.3,protein motif:Pfam:PF12773,similar to AA sequence:Refseq:WP_118690976.1"	172.6124885	168.7897417	177.8227657	96.21581802	114.3079307	125.9334956	502.9252681	-0.625967738	0.201953028	-3.09957095	0.001938012	0.011126304	173.0749986	112.1524148	-0.625936652	2.598602158	98	1.392948063	FALSE		FALSE
a4-15-1_01280	254573	255268	"inference=ab initio prediction:Prodigal:2.6.3,protein motif:Pfam:PF16316,similar to AA sequence:Refseq:WP_007045496.1"	21.73627202	23.09570446	19.69779186	29.40019021	32.32289124	33.12642325	160.8855168	0.555868863	0.247326239	2.247512699	0.02460728	0.08232358	21.50992278	31.61650157	0.555675394	2.594696939	99	1.388538944	FALSE		TRUE
a4-15-1_10185	1982441	1983850	pepD	917.1901193	979.0627038	954.1559116	1279.769697	1164.228938	1192.263888	7941.279206	0.351276426	0.205961345	1.705545403	0.088092752	0.20239561	950.1362449	1212.087508	0.351287551	2.585303951	100	1.384174139	FALSE		TRUE
a4-15-1_02540	459325	460359	K09963	133.9092558	160.0466562	152.3843262	98.85281346	89.37400177	87.17751921	783.7004741	-0.696816379	0.281404476	-2.4762093	0.013278571	0.052356128	148.7800794	91.80144481	-0.696592608	2.580386143	101	1.379852765	FALSE		FALSE
a4-15-1_04890	909183	909554	MntR	479.2685882	579.8284658	557.0730889	342.6401696	294.4873794	306.3166656	905.6873057	-0.776730572	0.241481002	-3.216528693	0.001297516	0.008296548	538.723381	314.4814049	-0.776569967	2.576153742	102	1.375573967	FALSE		FALSE
a4-15-1_05970	1132116	1133192	RfaB	66.15607924	88.81117132	71.95845197	149.2368131	126.4976556	139.7669596	874.4947824	0.871290006	0.168312718	5.176614206	2.26E-07	7.38E-06	75.64190084	138.5004761	0.872633413	2.573172289	103	1.371336914	FALSE		TRUE
a4-15-1_00430	88286	89926	YloA	148.198553	138.319694	190.150192	309.5792317	292.0647227	352.6000529	3694.480382	1.001257497	0.219776534	4.555798025	5.22E-06	9.48E-05	158.8894797	318.0813358	1.001372116	2.571942657	104	1.3671408	FALSE		TRUE
a4-15-1_06460	1237302	1237619	"rfbC, rmlC"	165.2291824	146.9867127	158.9092406	315.9861911	258.8104091	265.960946	524.5094254	0.837090068	0.174348312	4.801251342	1.58E-06	3.50E-05	157.0417119	280.2525154	0.835579517	2.555473854	105	1.36298484	FALSE		TRUE
a4-15-1_12095	4322	4576	"inference=ab initio prediction:Prodigal:2.6.3,protein motif:TIGRFAMs:TIGR01552,protein motif:Pfam:PF02604,similar to AA sequence:Refseq:WP_015544348.1"	45.29283652	43.81342816	53.31905935	26.8978408	19.17879992	19.12638736	152.9103492	-1.125075258	0.216795212	-5.189576137	2.11E-07	6.98E-06	47.47510801	21.73434269	-1.127194818	2.554493634	106	1.358868274	FALSE		FALSE
a4-15-1_11275	2191598	2192347	YbbA	284.7834941	288.5069537	272.0782734	318.2552523	334.7960907	328.6956606	2147.351058	0.215786844	0.081699053	2.64124046	0.008260307	0.035908564	281.7895737	327.2490012	0.215770556	2.553349697	107	1.354790361	FALSE		TRUE
a4-15-1_01810	350325	350400	inference=COORDINATES: profile:tRNAscan-SE:2.0	10.70206942	10.50039867	8.944973773	0	3.67713833	0	4.717456876	-3.222413563	1.1768711	-2.738119377	0.006179164	0.028393612	10.04914729	1.225712777	-3.035380233	2.553276154	108	1.350750383	FALSE		FALSE
a4-15-1_06135	1169122	1170546	"inference=ab initio prediction:Prodigal:2.6.3,protein motif:Pfam:PF13175,similar to AA sequence:Refseq:WP_117331529.1"	130.1371641	173.1265731	173.969801	68.66971567	52.65662089	53.82842606	1201.026639	-1.446388733	0.170432891	-8.486558712	2.13E-17	1.03E-14	159.0778461	58.38492087	-1.446065217	2.552547426	109	1.346747641	FALSE		FALSE
a4-15-1_07520	1442666	1443244	pilA	892.0239551	910.6563363	910.5334443	611.4613213	605.2607796	724.6157529	3957.182356	-0.482821438	0.146718259	-3.290806751	0.000999005	0.006725893	904.4045786	647.1126179	-0.482951488	2.551354513	110	1.342781454	FALSE		FALSE
a4-15-1_02110	387528	387968	"RP-L15, MRPL15, rplO"	2779.062909	2571.172449	2782.218139	5942.34906	5443.181987	7225.105195	26458.50364	1.194397316	0.21983601	5.433128623	5.54E-08	2.16E-06	2710.817832	6203.545414	1.194364805	2.545268607	111	1.33885116	FALSE		TRUE
a4-15-1_01330	267271	268164	HflC	686.5317675	727.0007562	726.4572734	333.8686967	488.4342021	373.3306856	3147.931037	-0.840541969	0.135015874	-6.225504789	4.80E-10	4.00E-08	713.3299324	398.5445281	-0.839828592	2.544601841	112	1.334956116	FALSE		FALSE
a4-15-1_08355	1597748	1598359	"pflA, pflC, pflE"	10.89792428	12.29458443	12.03381548	7.845203566	8.676123772	8.693812437	63.00743002	-0.489938715	0.231412998	-2.117161606	0.034246135	0.104871449	11.74210806	8.405046592	-0.482363717	2.543279635	113	1.331095695	FALSE		FALSE
a4-15-1_00395	79910	81619	ezrA	375.1907713	398.4817957	420.7450627	232.5758769	277.9916578	282.3010543	4331.462915	-0.591467956	0.118008236	-5.012090491	5.38E-07	1.41E-05	398.1392099	264.2895297	-0.591153688	2.535485149	114	1.327269287	FALSE		FALSE
a4-15-1_00230	47083	47751	OmpR	351.8469291	393.1360023	409.6860385	252.2124893	260.4557203	277.5294946	1239.619372	-0.547701894	0.134512673	-4.07174938	4.67E-05	0.000563903	384.8896566	263.3992347	-0.547193747	2.534474506	115	1.323476298	FALSE		FALSE
a4-15-1_06005	1139501	1140922	TagG	442.0270764	452.1690661	464.0482972	288.040503	342.3514049	264.5651846	4557.572879	-0.602323619	0.127885724	-4.709858128	2.48E-06	4.92E-05	452.7481466	298.3190308	-0.60185272	2.529634423	116	1.31971615	FALSE		FALSE
a4-15-1_00840	167585	168886	RsmB	39.48093688	39.66510043	45.686694	80.16155665	68.68510306	66.40550283	1006.452017	0.785333425	0.187372588	4.191293052	2.77E-05	0.000362379	41.61091044	71.75072085	0.786031471	2.510654688	117	1.315988277	FALSE		TRUE
a4-15-1_04345	809699	810085	"inference=ab initio prediction:Prodigal:2.6.3,similar to AA sequence:Refseq:WP_026663094.1"	68.93570708	67.7545104	75.53533408	41.35456143	49.82664962	37.52155096	156.5059272	-0.728936156	0.164849765	-4.42182103	9.79E-06	0.000152618	70.74185052	42.90092067	-0.72155535	2.507687446	118	1.312292132	FALSE		FALSE
a4-15-1_11390	2216220	2217137	"mraW, rsmH"	848.7976798	836.7768677	773.6200556	996.8389611	961.3753991	994.7170397	10729.8189	0.264056493	0.14637353	1.803990744	0.071232758	0.174084506	819.7315344	984.3104666	0.263961937	2.497072694	119	1.308627177	FALSE		TRUE
a4-15-1_01985	367799	368053	"inference=ab initio prediction:Prodigal:2.6.3,similar to AA sequence:Refseq:WP_055187695.1"	236.0330917	252.1507498	256.8201359	177.9740466	146.3068451	180.3966081	480.3690028	-0.561145035	0.195736376	-2.866840835	0.004145915	0.020789784	248.3346591	168.2258333	-0.561886359	2.496029834	120	1.304992893	FALSE		FALSE
a4-15-1_11010	2139195	2139644	inference=ab initio prediction:Prodigal:2.6.3	201.3511122	218.6349675	230.8863379	160.2961879	158.6726047	165.2838641	695.6616067	-0.427708359	0.133772821	-3.197273974	0.001387331	0.00865195	216.9574725	161.4175522	-0.426614814	2.492628492	121	1.301388768	FALSE		FALSE
a4-15-1_12110	5617	5991	"inference=ab initio prediction:Prodigal:2.6.3,protein motif:Pfam:PF05970,similar to AA sequence:Refseq:WP_051592713.1"	34.70324376	27.66505035	34.14197101	16.76632076	9.688033787	10.64122642	162.0077697	-1.363395537	0.223716814	-6.094291777	1.10E-09	8.30E-08	32.17008837	12.36519366	-1.379435064	2.477907109	122	1.297814308	FALSE		FALSE
a4-15-1_05365	998057	998260	"inference=ab initio prediction:Prodigal:2.6.3,similar to AA sequence:Refseq:WP_120169924.1"	3.987045469	3.911913229	3.887848078	1.120743367	0	1.630089832	6.514966793	-2.014877953	0.856751878	-2.351763683	0.018684641	0.067103682	3.928935592	0.9169444	-2.099232355	2.47448221	123	1.294269027	FALSE		FALSE
a4-15-1_03455	633872	634672	inference=ab initio prediction:Prodigal:2.6.3	56.86392938	48.39135037	56.86367847	33.53835018	36.80810878	31.13654735	402.711555	-0.676817044	0.132881879	-5.093373534	3.52E-07	1.06E-05	54.03965274	33.82766877	-0.675814647	2.45948325	124	1.290752454	FALSE		FALSE
a4-15-1_00290	59886	60731	AraC	150.1730573	168.5808686	157.4992072	116.2075746	93.15417103	92.63380468	543.875747	-0.65721029	0.237813796	-2.763549885	0.005717635	0.026730221	158.7510444	100.6651834	-0.657201292	2.451722725	125	1.287264126	FALSE		FALSE
a4-15-1_02205	396185	396496	"RP-S10, MRPS10, rpsJ"	8191.446255	6289.604181	6602.805021	12600.75475	10937.10582	12706.80102	31392.69554	0.781685766	0.228465175	3.421465735	0.000622846	0.004718966	7027.951819	12081.55386	0.781629812	2.450562449	126	1.283803594	FALSE		TRUE
a4-15-1_10525	2040898	2042313	sufB	691.6983272	768.8851243	678.9378281	999.536871	907.2663649	947.2801976	11780.09145	0.415711242	0.113776691	3.653747003	0.000258441	0.002322125	713.1737599	951.3611445	0.415739482	2.448580314	127	1.280370418	FALSE		TRUE
a4-15-1_03390	618889	623262	HepA	71.62899464	70.16452949	82.270309	129.6572473	109.3507296	130.5115362	4043.85758	0.721716537	0.120199204	6.004337084	1.92E-09	1.25E-07	74.68794438	123.173171	0.721740752	2.447398936	128	1.276964169	FALSE		TRUE
a4-15-1_09275	1789745	1790017	"inference=ab initio prediction:Prodigal:2.6.3,similar to AA sequence:Refseq:WP_091824378.1"	25.02637771	27.56148598	34.86246188	70.76693829	56.81380761	75.11549482	118.0972191	1.207200735	0.240401055	5.02161163	5.12E-07	1.37E-05	29.15010852	67.56541357	1.212783672	2.447182634	129	1.273584429	FALSE		TRUE
a4-15-1_03850	706905	707141	inference=ab initio prediction:Prodigal:2.6.3	183.2627786	177.9814409	152.9829551	111.9040972	99.639588	87.4608536	224.8659909	-0.781632786	0.273867125	-2.854058462	0.004316459	0.021418484	171.4090582	99.6681796	-0.782238468	2.444898899	130	1.270230787	FALSE		FALSE
a4-15-1_00735	151339	151623	"groES, HSPE1"	1795.093777	2166.482254	2085.967884	1225.385405	806.028722	970.0006835	4849.564938	-1.010582025	0.200782896	-5.03320774	4.82E-07	1.31E-05	2015.847972	1000.471604	-1.01070662	2.440026406	131	1.266902843	FALSE		FALSE
a4-15-1_09530	1842939	1843517	AcrR	118.5619241	130.5438164	142.8517976	75.42080231	89.05152619	78.68350712	614.4909691	-0.692474453	0.144569801	-4.78989697	1.67E-06	3.67E-05	130.6525127	81.05194521	-0.688816155	2.437981979	132	1.263600208	FALSE		FALSE
a4-15-1_05435	1011438	1011914	purE	108.7886671	118.5453813	108.3148187	175.1884002	211.7939172	224.0160349	414.3431201	0.863647956	0.190578061	4.531728101	5.85E-06	0.000102465	111.8829557	203.6661174	0.864215716	2.437532772	133	1.260322498	FALSE		TRUE
a4-15-1_00575	119140	119469	"inference=ab initio prediction:Prodigal:2.6.3,protein motif:Pfam:PF12646"	57.1814812	60.45684081	55.27813085	37.41245129	38.53195256	27.54357849	131.2142233	-0.745409447	0.211155421	-3.530145915	0.000415331	0.003461565	57.63881762	34.49599411	-0.740611904	2.432701205	134	1.25706934	FALSE		FALSE
a4-15-1_11235	2185307	2186191	"era, ERAL1"	747.3696458	910.4888056	769.6922517	1392.586319	1180.058092	1336.040045	6693.967045	0.687131283	0.198476481	3.462028755	0.00053612	0.004232528	809.1835677	1302.894819	0.687181694	2.425722802	135	1.25384037	FALSE		TRUE
a4-15-1_03790	697027	697206	inference=ab initio prediction:Prodigal:2.6.3	3294.096966	3219.988919	3089.395164	3715.26426	4055.311579	3958.4377	3447.604184	0.288471522	0.204744024	1.408937444	0.158853666	0.310478879	3201.16035	3909.67118	0.288452331	2.418515678	136	1.25063523	FALSE		TRUE
a4-15-1_03405	625521	626249	"nagB, GNPDA"	1438.158475	1532.099321	1458.95099	1000.302658	1196.245229	1089.150447	7749.625527	-0.430935722	0.178016482	-2.420763045	0.015487969	0.05881029	1476.402929	1095.232778	-0.430848976	2.413966561	137	1.247453572	FALSE		FALSE
a4-15-1_06795	1296788	1297195	HicB	101.6696595	102.5480111	102.4725672	85.4566817	71.92049969	74.44076899	542.4661679	-0.403288499	0.24306063	-1.659209467	0.097073591	0.21716994	102.2300793	77.27265013	-0.403789963	2.408548432	138	1.244295052	FALSE		FALSE
a4-15-1_09230	1776379	1776452	inference=COORDINATES: profile:tRNAscan-SE:2.0	21.98262907	23.10898548	29.0913111	10.81365897	7.553040894	4.493761158	14.95878148	-1.712334531	0.537351828	-3.186617111	0.001439472	0.00885021	24.72764188	7.620153674	-1.698232668	2.404445251	139	1.241159339	FALSE		FALSE
a4-15-1_12115	6058	6828	"inference=ab initio prediction:Prodigal:2.6.3,similar to AA sequence:Refseq:WP_146869303.1"	373.8700629	362.7141602	503.911791	154.348602	130.3070992	134.5680384	2287.635847	-1.565156596	0.151073454	-10.36023575	3.76E-25	9.09E-22	413.4986714	139.7412465	-1.56512478	2.400593242	140	1.238046103	FALSE		FALSE
a4-15-1_06455	1236373	1237158	"E4.2.1.46, rfbB, rffG"	140.7335744	134.1653992	126.56493	247.829724	200.5303529	249.6152827	1138.961967	0.798706787	0.192825557	4.142120996	3.44E-05	0.000437743	133.8213012	232.6584532	0.797905828	2.40004479	141	1.234955026	FALSE		TRUE
a4-15-1_09695	1877798	1878469	"mtnN, mtn, pfs"	171.3859974	174.3994785	187.3208843	228.6316468	213.3396863	214.5993858	1166.322242	0.300043033	0.120440109	2.491221861	0.01273046	0.050607765	177.7021201	218.8569063	0.300527017	2.396513851	142	1.231885794	FALSE		TRUE
a4-15-1_09220	1773847	1775376	inference=ab initio prediction:Prodigal:2.6.3	40.72102439	33.53068482	42.13686774	23.8344756	22.10128372	20.72025298	487.2939386	-0.803048823	0.151373056	-5.305097523	1.13E-07	4.06E-06	38.79619232	22.21867077	-0.804142555	2.382622733	143	1.228838101	FALSE		FALSE
a4-15-1_10450	2025792	2026487	pyrF	183.7065571	178.7050607	220.7455022	407.660738	328.2479949	341.1384548	1802.869233	0.884815112	0.160600722	5.509409322	3.60E-08	1.53E-06	194.3857067	359.0157292	0.885124912	2.381496757	144	1.225811647	FALSE		TRUE
a4-15-1_10695	2081045	2081806	"E2.7.7.41, CDS1, CDS2, cdsA"	223.7266207	222.1737896	212.6289916	311.7431509	341.2596699	287.2979848	1751.097893	0.513542622	0.102776725	4.996682105	5.83E-07	1.52E-05	219.5098006	313.4336019	0.513874499	2.377983957	145	1.222806137	FALSE		TRUE
a4-15-1_01100	217131	217415	inference=ab initio prediction:Prodigal:2.6.3	110.1599679	91.2034627	89.05218334	34.09419294	36.7713833	54.83965372	129.9518607	-1.203200907	0.283568554	-4.243068877	2.20E-05	0.000292807	96.80520465	41.90174332	-1.208074346	2.376671575	146	1.219821283	FALSE		FALSE
a4-15-1_11740	2287902	2287986	inference=COORDINATES: profile:tRNAscan-SE:2.0	155.0163278	173.0183337	109.3040717	40.3467612	27.94625131	23.47329358	148.8235165	-2.247905591	0.315978765	-7.114103346	1.13E-12	2.48E-10	145.7795777	30.5887687	-2.252714686	2.376068324	147	1.216856804	FALSE		FALSE
a4-15-1_11500	2235776	2237353	"amt, AMT, MEP"	11.64884311	9.825468098	8.544396156	16.73444563	21.07480295	19.45777698	350.8664836	0.938220902	0.197564078	4.748944796	2.04E-06	4.30E-05	10.00623579	19.08900852	0.931842817	2.36916184	148	1.213912423	FALSE		TRUE
a4-15-1_09400	1814902	1815741	COG1912	317.9839635	333.7340994	356.3649154	471.824952	526.1547196	450.2463363	3127.979195	0.522191609	0.146967703	3.553104511	0.000380713	0.003240084	336.0276594	482.7420026	0.522672369	2.364312845	149	1.21098787	FALSE		TRUE
a4-15-1_11100	2154447	2156489	"mdlB, smdB"	152.4796067	136.548503	146.5230196	199.2553339	216.5389908	187.5105978	2956.870708	0.470100362	0.185830623	2.52972494	0.011415198	0.046697536	145.1837098	201.1016408	0.470045267	2.359445497	150	1.20808288	FALSE		TRUE
a4-15-1_10365	2012196	2013056	LysR	59.513947	68.98519754	68.82400649	40.09683933	43.81816407	47.5054751	372.6407266	-0.588584323	0.150765473	-3.903972913	9.46E-05	0.001012	65.77438368	43.80682617	-0.586370131	2.355464491	151	1.205197192	FALSE		FALSE
a4-15-1_07300	1395247	1395723	YckC	146.3020005	133.1245512	194.7766476	40.74148842	54.48640192	46.4763558	619.3792229	-1.745587429	0.221431433	-7.883196192	3.19E-15	1.10E-12	158.0677331	47.23474871	-1.742622407	2.352570827	152	1.202330551	FALSE		FALSE
a4-15-1_04170	771084	772139	"E2.2.1.2, talA, talB"	4.31325828	5.074056282	6.115786993	8.55203603	8.600882268	7.977560844	65.06214866	0.682214649	0.248559853	2.744669507	0.006057186	0.02793935	5.167700518	8.376826381	0.696881308	2.339542415	153	1.199482708	FALSE		TRUE
a4-15-1_05865	1108244	1109101	"inference=ab initio prediction:Prodigal:2.6.3,protein motif:Pfam:PF14305,similar to AA sequence:Refseq:WP_065254397.1"	209.1219289	181.1047781	205.8734018	253.9463396	275.8796604	284.4791738	1638.704129	0.450480762	0.139214622	3.235872462	0.001212716	0.007879391	198.7000363	271.4350579	0.450014932	2.338988992	154	1.196653418	FALSE		TRUE
a4-15-1_09520	1839279	1842266	mrcA	1312.3144	1493.884027	1338.666616	2606.500245	2114.39392	2203.789801	53680.76631	0.740416367	0.172267816	4.29805395	1.72E-05	0.000243543	1381.621681	2308.227989	0.740423102	2.338919401	155	1.193842441	FALSE		TRUE
a4-15-1_03290	597927	598145	inference=ab initio prediction:Prodigal:2.6.3	1052.53631	1204.073112	1253.058761	719.3023043	490.6545036	414.0279307	842.5927284	-1.111847562	0.285447234	-3.895107147	9.82E-05	0.001037647	1169.889394	541.3282462	-1.111796564	2.336726843	156	1.19104954	FALSE		FALSE
a4-15-1_09085	1742631	1743863	arcA	4880.143654	4890.073738	4925.602163	9370.652543	7282.570972	8368.38675	44065.12102	0.767771778	0.251915531	3.047734993	0.002305732	0.012870562	4898.606518	8340.536755	0.76776882	2.331557608	157	1.188274486	FALSE		TRUE
a4-15-1_12260	34223	34582	"inference=ab initio prediction:Prodigal:2.6.3,similar to AA sequence:Refseq:WP_135380176.1"	110.7069625	116.2210792	95.67808984	261.338674	192.9067625	254.9460497	1237.61314	1.138790638	0.164833965	6.908713511	4.89E-12	8.44E-10	107.5353772	236.3971621	1.136401358	2.325206541	158	1.185517052	FALSE		TRUE
a4-15-1_11920	2318361	2319224	rlmI	342.8526849	335.0196641	327.5820565	457.2632936	563.2916279	542.5557791	2707.264832	0.636554133	0.123901658	5.137575572	2.78E-07	8.62E-06	335.1514685	521.0369002	0.636572294	2.323294623	159	1.182777014	FALSE		TRUE
